timestamp,text
5:53,而不是我，有人过夜，所以我希望能避开人群，
5:58,因为显然，尽管外国人不多，但有很多中国
6:01,游客，只有我一个人，再见。只有我在这里，伙计们，发生了什么
6:13,事，我简直不敢相信这里没有其他人，只有我，哇，
6:23,看看我们有多高，这绝对令人难以置信[音乐]
6:31,现在我们在山顶上，我们还没有完全，但是看看所有回来的线索，所以
6:39,这是所有山上的人都在的地方，但我来晚了，所以所有的人都在排队
6:44,回去，所以我现在有这个 2 小时的徒步旅行到西峰，我的酒店就到了，然后我们
6:52,可以重新集合，从那里出发，看看前面的徒步旅行，有很多上坡路，所以事实证明
7:00,我不是唯一一个徒步旅行的人，我前面有很多人[音乐]
7:08,负载我低估了这次徒步旅行，天气太热了，人们还不
7:20,如买个冰淇淋，因为
7:22,这里有一个冰淇淋，你知道，当你爬山时，值得吃冰淇淋
7:30,中国，CH不知道在哪里CH是啊哦你知道熊猫，是的，熊猫，我
7:40,刚刚遇到了第一个会说英语的人，他正在和我说话，所以
7:44,这很好，因为我在这里没有看到任何其他外国人
7:48,，而且已经开始下小雨了，希望可以并没有变得更糟，
7:54,因为我没有雨衣，我只是会被淋湿，请这个人帮助
7:59,我，所有员工和每个人都非常乐于助人，他们 立即 拿出翻译应用程序 翻译所有内容并指出
8:13,我的方向是正确的，所以经过一个
8:18,半小时的步行，我想我距离今晚住的地方只有几分钟的路程，
8:24,我真的希望这场雨停止，因为如果天气太湿，他们确实喜欢封锁木板
8:31,步道，因为它显然非常危险，所以希望雨很快停止，我
8:35,在西峰顶，虽然还没有完全到达顶峰，但西峰是我的酒店所在的地方，所以
8:41,我只能走上这些楼梯再过几分钟，我终于到了，
8:45,我们到了，这就是我今晚住的地方，在山上的这个小旅馆里，显然就在
8:53,这里，你可能给了我一把雨伞，带我去宿舍，就像这样在山顶上一座
9:05,山，哇，看看这个，只有我在这里，这个房间里没有其他人，我预订了
9:19,这个 10 人的大宿舍，这个小宅基地非常适合过夜，现在
9:24,我们有几个问题，首先是下雨了现在下雨的时候会变得很
9:29,滑，已经很危险了，但是栈道会更危险，
9:34,所以他们实际上把它关闭了，另一个问题是，从这里步行实际上需要 50 分钟，
9:37,所以我决定最好这样做明天早上希望雨停了，天气
9:42,干燥多了，走木板路就安全了，我刚刚来到这家小餐馆，在那里
9:47,吃晚饭，然后我们就可以去看日落了，所以我我刚给自己买了一些
9:53,混合面条，据说是香浓的酱汁，闻起来有点像花生，有点普通，
9:59,但这座山上没有太多选择，因为你可能猜到实际上相当不错，
10:04,味道有点像 P Tha，但是我喜欢吃完晚餐后，我们去看看
10:11,风景怎么样，到达西峰看日落，但正如你所看到
10:18,的，日落并不多，云朵在风中翻滚，真正开始了 现在 开始，
10:25,比之前冷多了，我希望明天早上，这朵云推
10:33,过去，我们会得到一些阳光，没有雨，风和雨，我们做不到，你知道，所以手指[音乐]
10:46,交叉早上好，伙计们，在酒店宿舍里度过了一个艰难的夜晚，很多
10:57,人起得很早，可能会在这里进行不同的徒步旅行，但我们起床了
11:03,，我们正朝着木板墙前进，这是全世界最危险的徒步旅行之一或者那就是
11:09,无论如何，他们说的好是现在没有下雨，是多云，但感觉
11:15,云很轻，天空几乎有一点亮度，所以手指交叉木板墙将
11:21,打开，我们会这样做现在是 6:30，我要直接前往
11:26,7:30 开始的木板步道，我想成为第一批走上这条步道的人，因为我不想让它很忙，
11:32,我想独享它，但我意味着你永远不知道已经有这么多游客了，这
11:38,很令人惊讶，所以早餐我给自己买了一些7-11坚果和蔓越莓之类的东西，
11:45,所以我只吃一些，我不想吃太多因为我可能真的感觉
11:51,有点不舒服，否则低头看着巨大的下降，一点点坚果能量应该可以解决问题
11:57,[音乐]好吧，原来我不是唯一一个等待木板行走的人，还有很多
12:05,人，所以很忙，还没到早上 7:00，却在 6:30 到达，真是太疯狂了，我不敢
12:16,相信已经有这么多人在等了，不会说中文，这让我很难理解
12:22,发生了什么，我读到了这个标志，上面写着所有单身旅行者不允许，而且你
12:26,需要和两个或两个以上的人一起旅行，但就在那时我遇到了 L Lo，他是一位来自漳州的 25 岁中国
12:32,学生，他也是独自旅行，所以我们决定 一起在这里
12:37,徒步旅行 又等了30分钟后，我们开始了这次徒步旅行，我们对韦德进行了全身扫描
12:44,，我被告知我的相机被禁止，我只能在徒步旅行时携带手机，
12:50,我们要去世界上最危险的洛佩斯希望这根绳子足够坚固，我的意思是它
12:56,感觉很坚固，但这就是你的生活不是吗，哇有点遗憾，因为我不能带
13:04,我的 Insta 360 之类的东西，他们非常严格，但我现在在徒步旅行，这真是令人兴奋，
13:13,我不敢相信我正在这样做，有点紧张，但我的心率在加快，
13:20,我们这里有一个小钩子，我们看看我们正在一路向下走
13:38,这是我的朋友，卢你好，
13:40,你好，哇，你甚至看不到它到底有多深，因为天气太阴了，这一定是
13:52,我做过的最疯狂的事情之一，这绝对是精神上的，看看水滴 ， 看看
13:59,那里 翻转下降，
14:02,我的心率现在绝对在飞，这是精神上的
14:17,[音乐]
14:21,哇，所以我们现在开始在木板上，我们真的悬在
14:30,悬崖的边缘，它已经下降了这么远，你还好吗，低，你很好很好
14:38,，很好，我已经完成了危险的部分，我想我们必须
14:45,在某个时刻走回去，因为你已经附着了，所以感觉不那么危险，
14:48,但它翻转得很可怕，它让你的心跳加速并通过慢速过来，
14:59,伙计哦，英国，那是英格兰，让我们回到
15:06,世界上最危险的地方，用这根小绳子希望能够拯救我们，幸运的是，因为天气太阴天了，
15:13,你甚至看不到这个峡谷有多深，就像它在那么高的地方一样云层不会让你看到
15:20,，我们在这里回到木板上
15:35,，我们实际上是从这座山的一侧悬浮起来
15:39,，沿着这里回到最粗略的地方，就在那边，
15:51,那里没有木板，你只是必须从墙上的小凹痕中走出来，
15:57,不知道你是否能看到那是最粗略的部分，让我剪辑并
16:03,跟随，不要往下看，
16:08,这是精神上的，这是最粗略的部分，
16:29,最后一点低快到了哇，我觉得
16:37,有一天我想回来再做一次，因为这太
16:39,不可思议了，很好，很享受它，我们在世界上最危险的派克中幸存下来，
16:48,说实话，Q 长度仍然是相似的长度即使在徒步旅行后的 10:00，Lo
16:56,和我也道了再见，但我们无法进行交流，因为我无法访问微信
17:02,，他也无法访问 Instagram 以及我们拥有的所有不同的社交媒体，
17:07,这真是一次经历老实说，我被吹走了，有点摇摇欲坠，有点不知所措，但
17:16,仍然充满兴奋，这是我做过的最好的事情之一，但也真的
17:24,真的很可怕，这是一次令人难以置信的冒险，我迫不及待地想看
17:29,这个中文系列的其余部分，所以再次点击订阅按钮，我们将
17:33,在下一个视频中见到你，我们为你带来了另一件伟大的事情再见
